exclude,exclude_query,query_genus,query_family,query_subfamily,exclude_target,target_genus,target_family,target_subfamily,i_query,i_target,c_contaminated_score,composite_score,query_qubit,target_qubit,concentration_difference,concentration_ratio,plate_query,plate_target,query_plate_x,query_plate_y,target_plate_x,target_plate_y,qt_plate_distance,overlap_type,s_locus_overlap,s_same_locus,s_proportional_length,s_taxon_difference,s_plate_similarity,x_concentration_difference,s_concentration_ratio,s_proportional_difference,s_column_identity,cs_exact_match_different_locus,query_locus,target_locus,percent_similarity,length_of_match,query_length,target_length,unmatched_basepairs,gap_open,qstart,qend,tstart,tend,evalue,ucd_genus_query_id,ucd_genus_target_id,target_seq,query_seq
0,0,Adontomerus,Torymidae,Erimerinae,0,Microdontomerus,Torymidae,Erimerinae,I29034,I29033,1,4,2.70,1.75,0.95,0.648,6,6,6,1,6,0,12.0,G,1,1,0,0,1,0,0,0,1,1,L1006,L1006,95.51,423,1184,1272,19,0,389,811,454,876,0.0,456197,456422,L1006_MERG00375_0101_SUPERCONTIG,L1006_MERG00377_0101_SUPERCONTIG
0,0,Idarnotorymus,Torymidae,Erimerinae,0,Chrysolampus,Perilampidae,Chrysolampinae,I28994,I8165,1,3,.566,,,,6,,2,9,10,5,,G,1,1,0,1,0,0,0,0,0,1,L1006,L1006,95.05,424,931,1153,21,0,203,626,365,788,0.0,457527,456943,L1006_MERG00376_0101_SUPERCONTIG,L1006_MERG00212_0101_SUPERCONTIG
0,0,Microdontomerus,Torymidae,Erimerinae,0,Macromesus,Pteromalidae,Macromesinae,I29033,I23225,1,3,1.75,1.35,0.4,0.771,6,2,6,0,1,6,,G,1,1,0,1,0,0,0,0,0,1,L1006,L1006,95.73,422,1272,993,18,0,454,875,318,739,0.0,456422,457052,L1006_MERG00377_0101_SUPERCONTIG,L1006_MERG00304_0101_SUPERCONTIG
0,0,Odopoia,Torymidae,Toryminae,0,Idarnotorymus,Torymidae,Erimerinae,I28991,I28994,2,5,.282,.566,-0.284,0.498,6,6,2,6,2,9,4.0,G,1,1,0,1,1,0,0,0,1,1,L1006,L1006,95.10,408,685,931,20,0,102,509,216,623,0.0,456603,457527,L1006_MERG00384_0101_SUPERCONTIG,L1006_MERG00376_0101_SUPERCONTIG
2,1,Centrodora,Aphelinidae,Aphelininae,1,Mesopeltita,Pteromalidae,Eunotinae,I26390,I26387,3,7,0.142,0.196,-0.054,0.724,4,4,1,5,1,2,2.0,D,1,1,1,1,1,0,0,1,1,1,L1007,L1007,100.00,340,340,850,0,0,1,340,161,500,0.0,456247,457310,L1007_MERG00016_0101_SUPERCONTIG,L1007_MERG00286_0101_SUPERCONTIG
0,0,Kapala,Eucharitidae,Eucharitinae,0,Colocharis,Eucharitidae,Eucharitinae,I12623,I12647,0,2,,,,,,,1,5,3,5,,G,1,1,0,0,0,0,0,0,0,1,L1007,L1007,97.47,633,687,1144,16,0,54,686,65,697,0.0,456824,457012,L1007_MERG00099_0101_SUPERCONTIG,L1007_MERG00097_0101_SUPERCONTIG
0,0,Kapala,Eucharitidae,Eucharitinae,0,Colocharis,Eucharitidae,Eucharitinae,I12623,I12647,0,3,,,,,,,1,5,3,5,,G,1,1,0,0,0,0,0,1,0,1,L1007,L1007,100.00,55,687,1144,0,0,1,55,635,581,2.00E-23,456824,457012,L1007_MERG00099_0101_SUPERCONTIG,L1007_MERG00097_0101_SUPERCONTIG
0,0,Timioderus,Eucharitidae,Oraseminae,0,Australosema,Eucharitidae,Oraseminae,I9733,I12626,1,3,,,,,,,11,6,1,8,,D,1,1,1,0,0,0,0,0,0,1,L1007,L1007,95.69,742,742,1030,32,0,1,742,144,885,0.0,457903,456610,L1007_MERG00109_0101_SUPERCONTIG,L1007_MERG00106_0101_SUPERCONTIG
2,1,Anagrus,Mymaridae,,1,Rotoita,Rotoitidae,,I27384,I27368,3,6,.120,failed,,,5,5,1,7,0,3,1.414,D,1,1,1,1,1,0,0,1,0,1,L1007,L1007,100.00,293,293,637,0,0,1,293,97,389,3.00E-156,456351,458144,L1007_MERG00190_0101_SUPERCONTIG,L1007_MERG00354_0101_SUPERCONTIG
0,0,Colotrechnus,Pteromalidae,Colotrechninae,0,Cameronella,Pteromalidae,Colotrechninae,I21681,I29057,0,2,,6.18,,,0.5,6,4,3,8,0,,G,1,1,0,0,0,0,0,0,0,1,L1007,L1007,96.45,197,810,401,7,0,28,224,72,268,1.00E-90,457013,456817,L1007_MERG00266_0101_SUPERCONTIG,L1007_MERG00265_0101_SUPERCONTIG
2,1,Mesopeltita,Pteromalidae,Eunotinae,1,Centrodora,Aphelinidae,Aphelininae,I26387,I26390,3,7,0.196,0.142,0.054,0.724,4,4,1,2,1,5,2.0,C,1,1,1,1,1,0,0,1,1,1,L1007,L1007,100.00,340,850,340,0,0,161,500,1,340,0.0,457310,456247,L1007_MERG00286_0101_SUPERCONTIG,L1007_MERG00016_0101_SUPERCONTIG
0,0,Aeschylia,Pteromalidae,Ormocerinae,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,I26443,I27454,1,4,1.26,8.82,-7.56,0.143,4,5,5,10,7,6,,C,1,1,1,0,0,1,1,0,0,1,L1007,L1007,99.69,638,736,638,2,0,86,723,1,638,0.0,456215,456737,L1007_MERG00310_0101_SUPERCONTIG,L1007_MERG00314_0101_SUPERCONTIG
0,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,0,Aeschylia,Pteromalidae,Ormocerinae,I27454,I26443,1,4,8.82,1.26,7.56,0.143,5,4,7,6,5,10,,D,1,1,1,0,0,1,1,0,0,1,L1007,L1007,99.69,638,638,736,2,0,1,638,86,723,0.0,456737,456215,L1007_MERG00314_0101_SUPERCONTIG,L1007_MERG00310_0101_SUPERCONTIG
0,0,Homoporus,Pteromalidae,Pteromalinae,0,Pteromalus,Pteromalidae,Pteromalinae,I21919,I23232,1,4,0.33,0.770,-0.44,0.429,1,2,0,7,2,1,,D,1,1,1,0,0,0,0,0,0,1,L1007,L1007,95.09,856,855,1013,33,5,1,853,133,982,0.0,456552,456793,L1007_MERG00336_0101_SUPERCONTIG,L1007_MERG00342_0101_SUPERCONTIG
2,1,Rotoita,Rotoitidae,,1,Anagrus,Mymaridae,,I27368,I27384,3,6,failed,.120,,,5,5,0,3,1,7,1.414,C,1,1,1,1,1,0,0,1,0,1,L1007,L1007,100.00,293,637,293,0,0,97,389,1,293,8.00E-156,458144,456351,L1007_MERG00354_0101_SUPERCONTIG,L1007_MERG00190_0101_SUPERCONTIG
0,0,Centrodora,Aphelinidae,Aphelininae,0,Eutrichosomella,Aphelinidae,Aphelininae,I26390,I26374,2,5,0.142,0.516,-0.374,0.275,4,4,1,5,0,1,1.414,D,1,1,1,0,1,0,0,1,0,1,L1008,L1008,100.00,350,350,559,0,0,1,350,193,542,0.0,456247,456450,L1008_MERG00016_0101_SUPERCONTIG,L1008_MERG00019_0101_SUPERCONTIG
0,0,Eutrichosomella,Aphelinidae,Aphelininae,0,Centrodora,Aphelinidae,Aphelininae,I26374,I26390,2,5,0.516,0.142,0.374,0.275,4,4,0,1,1,5,1.414,C,1,1,1,0,1,0,0,1,0,1,L1008,L1008,100.00,350,559,350,0,0,193,542,1,350,0.0,456450,456247,L1008_MERG00019_0101_SUPERCONTIG,L1008_MERG00016_0101_SUPERCONTIG
0,0,Savzdargia,Encyrtidae,Tetracneminae,0,Erotolepsia,Pteromalidae,Erotolepsiinae,I27444,I21957,1,4,2.84,0.998,1.842,0.351,5,1,6,8,3,7,,G,1,1,0,1,0,0,0,0,0,1,L1008,L1008,95.45,176,789,726,8,0,284,459,274,449,3.00E-77,456978,457275,L1008_MERG00085_0101_SUPERCONTIG,L1008_MERG00280_0101_SUPERCONTIG
0,0,Orasema,Eucharitidae,Oraseminae,0,Leiosema,Eucharitidae,Oraseminae,I21723,I16357,0,2,2.36,,,,0.5,,7,9,5,4,,G,1,1,0,0,0,0,0,0,0,1,L1008,L1008,95.70,186,1315,1015,8,0,544,729,432,617,1.00E-82,457291,457632,L1008_MERG00108_0101_SUPERCONTIG,L1008_MERG00107_0101_SUPERCONTIG
0,0,Calosota,Eupelmidae,Calosotinae,0,Agamerion,Pteromalidae,Cleonyminae,I24010,I26466,1,4,1.92,7.88,-5.96,0.244,3,4,4,0,7,9,,G,1,1,0,1,0,1,1,0,0,1,L1008,L1008,95.45,176,695,980,8,0,285,460,358,533,2.00E-77,456387,456231,L1008_MERG00140_0101_SUPERCONTIG,L1008_MERG00240_0101_SUPERCONTIG
0,0,Monacon,Perilampidae,Perilampinae,0,Steffanolampus,Perilampidae,Perilampinae,I12629,I16359,0,2,,,,,,,1,11,5,6,,H,1,1,0,0,0,0,0,0,0,1,L1008,L1008,95.19,187,1255,1110,9,0,936,1122,917,1103,1.00E-81,457762,458006,L1008_MERG00217_0101_SUPERCONTIG,L1008_MERG00221_0101_SUPERCONTIG
0,0,New genus,,,0,Masneroma,Eurytomidae,Eurytominae,I23221,I24015,1,4,0.170,4.32,-4.15,0.039,2,3,1,2,4,5,,G,1,1,0,1,0,1,1,0,0,1,L1008,L1008,96.59,176,1150,742,6,0,546,721,291,466,2.00E-80,"",457696,L1008_MERG00229_0101_SUPERCONTIG,L1008_MERG00166_0101_SUPERCONTIG
0,0,Cea,Pteromalidae,Ceinae,0,Microdontomerus,Torymidae,Erimerinae,I29013,I29033,2,4,0.912,1.75,-0.838,0.521,6,6,4,4,6,0,10.198,G,1,1,0,1,1,0,0,0,0,1,L1008,L1008,96.07,178,778,1410,7,0,97,274,498,675,4.00E-80,456841,456422,L1008_MERG00233_0101_SUPERCONTIG,L1008_MERG00377_0101_SUPERCONTIG
0,0,Agamerion,Pteromalidae,Cleonyminae,0,Nepistenia,Pteromalidae,Cleonyminae,I26466,I27452,0,3,7.88,4.30,3.58,0.546,4,5,7,9,7,4,,G,1,1,0,0,0,1,0,0,0,1,L1008,L1008,96.13,181,980,769,6,1,358,538,293,472,4.00E-81,456231,456394,L1008_MERG00240_0101_SUPERCONTIG,L1008_MERG00250_0101_SUPERCONTIG
0,0,Nepistenia,Pteromalidae,Cleonyminae,0,Agamerion,Pteromalidae,Cleonyminae,I27452,I26466,0,3,4.30,7.88,-3.58,0.546,5,4,7,4,7,9,,G,1,1,0,0,0,1,0,0,0,1,L1008,L1008,96.13,181,769,980,6,1,293,472,358,538,3.00E-81,456394,456231,L1008_MERG00250_0101_SUPERCONTIG,L1008_MERG00240_0101_SUPERCONTIG
0,0,Erotolepsia,Pteromalidae,Erotolepsiinae,0,Savzdargia,Encyrtidae,Tetracneminae,I21957,I27444,1,4,0.998,2.84,-1.842,0.351,1,5,3,7,6,8,,G,1,1,0,1,0,0,0,0,0,1,L1008,L1008,95.45,176,726,789,8,0,274,449,284,459,2.00E-77,457275,456978,L1008_MERG00280_0101_SUPERCONTIG,L1008_MERG00085_0101_SUPERCONTIG
0,0,Aeschylia,Pteromalidae,Ormocerinae,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,I26443,I27454,1,4,1.26,8.82,-7.56,0.143,4,5,5,10,7,6,,C,1,1,1,0,0,1,1,0,0,1,L1008,L1008,98.50,734,982,733,10,1,86,819,1,733,0.0,456215,456737,L1008_MERG00310_0101_SUPERCONTIG,L1008_MERG00314_0101_SUPERCONTIG
0,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,0,Aeschylia,Pteromalidae,Ormocerinae,I27454,I26443,1,4,8.82,1.26,7.56,0.143,5,4,7,6,5,10,,D,1,1,1,0,0,1,1,0,0,1,L1008,L1008,98.50,734,733,982,10,1,1,733,86,819,0.0,456737,456215,L1008_MERG00314_0101_SUPERCONTIG,L1008_MERG00310_0101_SUPERCONTIG
0,0,Semiotellus,Pteromalidae,Ormocerinae,0,Systasis,Pteromalidae,Ormocerinae,I23251,I26459,0,3,0.304,1.01,-0.706,0.301,2,4,3,8,7,2,,G,1,1,0,0,0,0,0,0,0,1,L1008,L1008,95.03,181,796,646,9,0,282,462,209,389,2.00E-78,456930,456564,L1008_MERG00321_0101_SUPERCONTIG,L1008_MERG00322_0101_SUPERCONTIG
0,0,Systasis,Pteromalidae,Ormocerinae,0,Semiotellus,Pteromalidae,Ormocerinae,I26459,I23251,0,3,1.01,0.304,0.706,0.301,4,2,7,2,3,8,,G,1,1,0,0,0,0,0,0,0,1,L1008,L1008,95.03,181,646,796,9,0,209,389,282,462,2.00E-78,456564,456930,L1008_MERG00322_0101_SUPERCONTIG,L1008_MERG00321_0101_SUPERCONTIG
0,0,Odopoia,Torymidae,Toryminae,0,Cea,Pteromalidae,Ceinae,I28991,I29013,2,4,.282,0.912,-0.63,0.309,6,6,2,6,4,4,6.325,G,1,1,0,1,1,0,0,0,0,1,L1008,L1008,95.51,178,723,778,8,0,140,317,97,274,2.00E-78,456603,456841,L1008_MERG00384_0101_SUPERCONTIG,L1008_MERG00233_0101_SUPERCONTIG
1,0,Pleistodontes,Agaonidae,Agaoninae,1,Coccophagus,Aphelinidae,Coccophaginae,I23965,I23969,3,6,7.44,0.722,6.718,0.097,3,3,0,3,0,7,0.0,C,1,1,1,1,1,0,0,0,1,1,L1009,L1009,99.70,336,659,336,1,0,274,609,1,336,4.00E-178,456235,456125,L1009_MERG00003_0101_SUPERCONTIG,L1009_MERG00033_0101_SUPERCONTIG
1,1,Coccophagus,Aphelinidae,Coccophaginae,0,Pleistodontes,Agaonidae,Agaoninae,I23969,I23965,3,6,0.722,7.44,-6.718,0.097,3,3,0,7,0,3,0.0,D,1,1,1,1,1,0,0,0,1,1,L1009,L1009,99.70,336,336,659,1,0,1,336,274,609,2.00E-178,456125,456235,L1009_MERG00033_0101_SUPERCONTIG,L1009_MERG00003_0101_SUPERCONTIG
0,0,Savzdargia,Encyrtidae,Tetracneminae,0,Chrysomalla,Perilampidae,Chrysolampinae,I27444,I21680,1,3,2.84,2.206,0.634,0.777,5,0.5,6,8,4,2,,G,1,1,0,1,0,0,0,0,0,1,L1009,L1009,95.60,91,754,1116,3,1,1,90,201,291,3.00E-36,456978,456957,L1009_MERG00085_0101_SUPERCONTIG,L1009_MERG00213_0101_SUPERCONTIG
0,0,Euryischia,Eriaporidae,Euryischinae,0,Zeala,Pteromalidae,Colotrechninae,I23222,I27457,1,4,0.182,3.92,-3.738,0.046,2,5,1,3,7,9,,G,1,1,0,1,0,1,1,0,0,1,L1009,L1009,96.32,136,1100,691,5,0,423,558,268,403,5.00E-60,457328,458386,L1009_MERG00092_0101_SUPERCONTIG,L1009_MERG00269_0101_SUPERCONTIG
0,0,Kapala,Eucharitidae,Eucharitinae,0,Colocharis,Eucharitidae,Eucharitinae,I12623,I12647,0,2,,,,,,,1,5,3,5,,H,1,1,0,0,0,0,0,0,0,1,L1009,L1009,97.23,289,1012,967,8,0,590,878,654,942,4.00E-140,456824,457012,L1009_MERG00099_0101_SUPERCONTIG,L1009_MERG00097_0101_SUPERCONTIG
0,0,Chrysocharis,Eulophidae,Entedoninae,0,Neochrysocharis,Eulophidae,Entedoninae,I23227,I27408,0,3,0.842,0.308,0.534,0.366,2,5,1,8,3,7,,G,1,1,0,0,0,0,0,0,0,1,L1009,L1009,96.52,201,629,526,6,1,240,440,251,450,2.00E-92,456149,456151,L1009_MERG00112_0101_SUPERCONTIG,L1009_MERG00113_0101_SUPERCONTIG
0,0,Neochrysocharis,Eulophidae,Entedoninae,0,Chrysocharis,Eulophidae,Entedoninae,I27408,I23227,0,3,0.308,0.842,-0.534,0.366,5,2,3,7,1,8,,G,1,1,0,0,0,0,0,0,0,1,L1009,L1009,96.52,201,526,629,6,1,251,450,240,440,1.00E-92,456151,456149,L1009_MERG00113_0101_SUPERCONTIG,L1009_MERG00112_0101_SUPERCONTIG
0,0,Austrophotismus,Eurytomidae,Rileyinae,0,Hockeria,Chalcididae,Haltichellinae,I21640,I21678,2,4,2.488,0.291,2.197,0.117,0.5,0.5,0,11,4,1,5.657,G,1,1,0,1,1,0,0,0,0,1,L1009,L1009,96.81,94,1002,1303,2,1,1,93,130,223,2.00E-39,456616,456222,L1009_MERG00171_0101_SUPERCONTIG,L1009_MERG00069_0101_SUPERCONTIG
2,1,Megastigmus,Megastigmidae,,1,Oligosita,Trichogrammatidae,Oligositinae,I24050,I24053,3,7,2.01,0.0732,1.937,0.036,3,3,7,4,7,7,14.0,C,1,1,1,1,1,0,0,1,1,1,L1009,L1009,100.00,349,644,349,0,0,63,411,1,349,0.0,457065,456851,L1009_MERG00184_0101_SUPERCONTIG,L1009_MERG00397_0101_SUPERCONTIG
0,0,Cea,Pteromalidae,Ceinae,0,Zeala,Pteromalidae,Colotrechninae,I29013,I27457,1,4,0.912,3.92,-3.008,0.233,6,5,4,4,7,9,,G,1,1,0,1,0,1,1,0,0,1,L1009,L1009,95.49,133,1006,691,6,0,332,464,271,403,1.00E-56,456841,458386,L1009_MERG00233_0101_SUPERCONTIG,L1009_MERG00269_0101_SUPERCONTIG
0,0,Parepistenia,Pteromalidae,Cleonyminae,0,Epistenia,Pteromalidae,Cleonyminae,I27418,I23214,0,3,0.312,0.864,-0.552,0.361,5,2,4,5,0,7,,G,1,1,0,0,0,0,0,0,0,1,L1009,L1009,95.52,134,705,1026,6,0,292,425,436,569,2.00E-57,457251,456904,L1009_MERG00253_0101_SUPERCONTIG,L1009_MERG00246_0101_SUPERCONTIG
2,1,nr Bofuria,Pteromalidae,Colotrechninae,1,Chiloe,Rotoitidae,,I24041,I24042,3,7,1.03,0.109,0.921,0.106,3,3,6,7,6,8,12.0,C,1,1,1,1,1,0,0,1,1,1,L1009,L1009,100.00,344,600,344,0,0,215,558,1,344,0.0,"",456934,L1009_MERG00264_0101_SUPERCONTIG,L1009_MERG00353_0101_SUPERCONTIG
0,0,Aeschylia,Pteromalidae,Ormocerinae,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,I26443,I27454,1,4,1.26,8.82,-7.56,0.143,4,5,5,10,7,6,,C,1,1,1,0,0,1,1,0,0,1,L1009,L1009,97.04,609,647,609,13,1,23,626,1,609,0.0,456215,456737,L1009_MERG00310_0101_SUPERCONTIG,L1009_MERG00314_0101_SUPERCONTIG
0,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,0,Aeschylia,Pteromalidae,Ormocerinae,I27454,I26443,1,4,8.82,1.26,7.56,0.143,5,4,7,6,5,10,,D,1,1,1,0,0,1,1,0,0,1,L1009,L1009,97.04,609,609,647,13,1,1,609,23,626,0.0,456737,456215,L1009_MERG00314_0101_SUPERCONTIG,L1009_MERG00310_0101_SUPERCONTIG
2,1,Diaziella,Pteromalidae,Sycoecinae,1,Pseudometagea,Eucharitidae,Eucharitinae,I21641,I21631,3,6,0.359,0.509,-0.15,0.705,0.5,0.5,1,0,0,2,1.414,D,1,1,1,1,1,0,0,1,0,1,L1009,L1009,100.00,416,416,1223,0,0,1,416,355,770,0.0,457108,457732,L1009_MERG00349_0101_SUPERCONTIG,L1009_MERG00101_0101_SUPERCONTIG
2,1,Chiloe,Rotoitidae,,1,nr Bofuria,Pteromalidae,Colotrechninae,I24042,I24041,3,7,0.109,1.03,-0.921,0.106,3,3,6,8,6,7,12.0,D,1,1,1,1,1,0,0,1,1,1,L1009,L1009,100.00,344,344,600,0,0,1,344,215,558,0.0,456934,"",L1009_MERG00353_0101_SUPERCONTIG,L1009_MERG00264_0101_SUPERCONTIG
0,0,Torymoides,Torymidae,Toryminae,0,Habritys,Pteromalidae,Pteromalinae,I26413,I21959,1,4,8.24,0.200,8.04,0.024,4,1,3,4,3,9,,H,1,1,0,1,0,1,1,0,0,1,L1009,L1009,95.16,62,899,1046,2,1,835,896,799,859,1.00E-21,456792,457125,L1009_MERG00386_0101_SUPERCONTIG,L1009_MERG00334_0101_SUPERCONTIG
2,1,Oligosita,Trichogrammatidae,Oligositinae,1,Megastigmus,Megastigmidae,,I24053,I24050,3,7,0.0732,2.01,-1.937,0.036,3,3,7,7,7,4,14.0,D,1,1,1,1,1,0,0,1,1,1,L1009,L1009,100.00,349,349,644,0,0,1,349,63,411,0.0,456851,457065,L1009_MERG00397_0101_SUPERCONTIG,L1009_MERG00184_0101_SUPERCONTIG
1,0,Pleistodontes,Agaonidae,Agaoninae,1,Coccophagus,Aphelinidae,Coccophaginae,I23965,I23969,3,7,7.44,0.722,6.718,0.097,3,3,0,3,0,7,0.0,C,1,1,1,1,1,0,0,1,1,1,L100,L100,100.00,357,513,357,0,0,66,422,1,357,0.0,456235,456125,L100_MERG00003_0101_SUPERCONTIG,L100_MERG00033_0101_SUPERCONTIG
1,1,Coccophagus,Aphelinidae,Coccophaginae,0,Pleistodontes,Agaonidae,Agaoninae,I23969,I23965,3,7,0.722,7.44,-6.718,0.097,3,3,0,7,0,3,0.0,D,1,1,1,1,1,0,0,1,1,1,L100,L100,100.00,357,357,513,0,0,1,357,66,422,0.0,456125,456235,L100_MERG00033_0101_SUPERCONTIG,L100_MERG00003_0101_SUPERCONTIG
2,1,Chiloe,Rotoitidae,,1,nr Bofuria,Pteromalidae,Colotrechninae,I24042,I24041,3,7,0.109,1.03,-0.921,0.106,3,3,6,8,6,7,12.0,D,1,1,1,1,1,0,0,1,1,1,L100,L100,100.00,318,318,581,0,0,1,318,218,535,4.00E-170,456934,"",L100_MERG00353_0101_SUPERCONTIG,L100_MERG00264_0101_SUPERCONTIG
0,0,Idarnotorymus,Torymidae,Erimerinae,0,Adontomerus,Torymidae,Erimerinae,I28994,I29034,2,4,.566,2.70,-2.134,0.21,6,6,2,9,6,1,8.944,D,1,1,1,0,1,0,0,0,0,1,L100,L100,95.29,276,276,750,13,0,1,276,156,431,4.00E-125,457527,456197,L100_MERG00376_0101_SUPERCONTIG,L100_MERG00375_0101_SUPERCONTIG
0,0,Colocharis,Eucharitidae,Eucharitinae,0,Kapala,Eucharitidae,Eucharitinae,I12647,I12623,1,3,,,,,,,3,5,1,5,,G,1,1,1,0,0,0,0,0,0,1,L1010,L1010,96.10,590,592,1261,21,2,4,592,672,1260,0.0,457012,456824,L1010_MERG00097_0101_SUPERCONTIG,L1010_MERG00099_0101_SUPERCONTIG
0,0,Aeschylia,Pteromalidae,Ormocerinae,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,I26443,I27454,1,4,1.26,8.82,-7.56,0.143,4,5,5,10,7,6,,C,1,1,1,0,0,1,1,0,0,1,L1010,L1010,98.96,575,762,575,6,0,88,662,1,575,0.0,456215,456737,L1010_MERG00310_0101_SUPERCONTIG,L1010_MERG00314_0101_SUPERCONTIG
0,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,0,Aeschylia,Pteromalidae,Ormocerinae,I27454,I26443,1,4,8.82,1.26,7.56,0.143,5,4,7,6,5,10,,D,1,1,1,0,0,1,1,0,0,1,L1010,L1010,98.96,575,575,762,6,0,1,575,88,662,0.0,456737,456215,L1010_MERG00314_0101_SUPERCONTIG,L1010_MERG00310_0101_SUPERCONTIG
0,0,Colocharis,Eucharitidae,Eucharitinae,0,Kapala,Eucharitidae,Eucharitinae,I12647,I12623,1,3,,,,,,,3,5,1,5,,A,1,1,1,0,0,0,0,0,0,1,L1011,L1011,98.07,517,518,1058,10,0,2,518,1,517,0.0,457012,456824,L1011_MERG00097_0101_SUPERCONTIG,L1011_MERG00099_0101_SUPERCONTIG
2,1,Pseudometagea,Eucharitidae,Eucharitinae,1,Diaziella,Pteromalidae,Sycoecinae,I21631,I21641,3,5,0.509,0.359,0.15,0.705,0.5,0.5,0,2,1,0,1.414,C,1,1,1,1,1,0,0,0,0,1,L1011,L1011,99.90,1044,1239,1044,1,0,65,1108,1,1044,0.0,457732,457108,L1011_MERG00101_0101_SUPERCONTIG,L1011_MERG00349_0101_SUPERCONTIG
0,0,Australosema,Eucharitidae,Oraseminae,0,Timioderus,Eucharitidae,Oraseminae,I12626,I9733,1,3,,,,,,,1,8,11,6,,D,1,1,1,0,0,0,0,0,0,1,L1011,L1011,95.78,521,520,808,20,2,1,520,37,556,0.0,456610,457903,L1011_MERG00106_0101_SUPERCONTIG,L1011_MERG00109_0101_SUPERCONTIG
0,0,Tetramesa,Eurytomidae,Eurytominae,0,Aiolomorphus,Eurytomidae,Eurytominae,I21916,I21923,2,5,0.672,3.0,-2.328,0.224,1,1,0,4,0,11,0.0,D,1,1,1,0,1,0,0,0,1,1,L1011,L1011,96.83,758,758,938,23,1,1,758,91,847,0.0,456675,456209,L1011_MERG00169_0101_SUPERCONTIG,L1011_MERG00161_0101_SUPERCONTIG
0,0,Aeschylia,Pteromalidae,Ormocerinae,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,I26443,I27454,1,4,1.26,8.82,-7.56,0.143,4,5,5,10,7,6,,G,1,1,1,0,0,1,1,0,0,1,L1011,L1011,99.30,717,1090,737,5,0,1,717,21,737,0.0,456215,456737,L1011_MERG00310_0101_SUPERCONTIG,L1011_MERG00314_0101_SUPERCONTIG
0,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,0,Aeschylia,Pteromalidae,Ormocerinae,I27454,I26443,1,4,8.82,1.26,7.56,0.143,5,4,7,6,5,10,,A,1,1,1,0,0,1,1,0,0,1,L1011,L1011,99.30,717,737,1090,5,0,21,737,1,717,0.0,456737,456215,L1011_MERG00314_0101_SUPERCONTIG,L1011_MERG00310_0101_SUPERCONTIG
2,1,Diaziella,Pteromalidae,Sycoecinae,1,Pseudometagea,Eucharitidae,Eucharitinae,I21641,I21631,3,5,0.359,0.509,-0.15,0.705,0.5,0.5,1,0,0,2,1.414,D,1,1,1,1,1,0,0,0,0,1,L1011,L1011,99.90,1044,1044,1239,1,0,1,1044,65,1108,0.0,457108,457732,L1011_MERG00349_0101_SUPERCONTIG,L1011_MERG00101_0101_SUPERCONTIG
0,0,Acanthochalcis,Chalcididae,Cratocentrinae,0,Cratocentrus,Chalcididae,Cratocentrinae,I23977,I23233,0,2,8.68,,,,3,2,1,3,2,2,,H,1,1,0,0,0,0,0,0,0,1,L1012,L1012,97.54,122,913,710,3,0,759,880,589,710,2.00E-55,456131,456856,L1012_MERG00055_0101_SUPERCONTIG,L1012_MERG00061_0101_SUPERCONTIG
0,0,Cratocentrus,Chalcididae,Cratocentrinae,0,Acanthochalcis,Chalcididae,Cratocentrinae,I23233,I23977,0,2,,8.68,,,2,3,2,2,1,3,,H,1,1,0,0,0,0,0,0,0,1,L1012,L1012,97.54,122,710,913,3,0,589,710,759,880,1.00E-55,456856,456131,L1012_MERG00061_0101_SUPERCONTIG,L1012_MERG00055_0101_SUPERCONTIG
0,0,Colocharis,Eucharitidae,Eucharitinae,0,Kapala,Eucharitidae,Eucharitinae,I12647,I12623,1,3,,,,,,,3,5,1,5,,D,1,1,1,0,0,0,0,0,0,1,L1012,L1012,95.98,249,249,1058,10,0,1,249,518,766,6.00E-115,457012,456824,L1012_MERG00097_0101_SUPERCONTIG,L1012_MERG00099_0101_SUPERCONTIG
0,0,Timioderus,Eucharitidae,Oraseminae,0,Australosema,Eucharitidae,Oraseminae,I9733,I12626,1,3,,,,,,,11,6,1,8,,A,1,1,1,0,0,0,0,0,0,1,L1012,L1012,95.29,594,595,1063,25,2,3,595,1,592,0.0,457903,456610,L1012_MERG00109_0101_SUPERCONTIG,L1012_MERG00106_0101_SUPERCONTIG
0,0,Eurytoma,Eurytomidae,Eurytominae,0,Masneroma,Eurytomidae,Eurytominae,I8160,I24015,0,2,,4.32,,,,3,10,0,4,5,,A,1,1,0,0,0,0,0,0,0,1,L1012,L1012,96.35,576,608,937,21,0,33,608,1,576,0.0,456255,457696,L1012_MERG00165_0101_SUPERCONTIG,L1012_MERG00166_0101_SUPERCONTIG
