contamination,query_genus,target_genus,query_seq,I# query,target_seq,I# target,%similarity,length of match (bp),mismatch,gapopen, qstart ,qend ,qlength,tstart ,tend ,tlength,evalue,note
,Moranila,Ophelosia,L1012_MERG00287_0101_SUPERCONTIG,I27443,L1012_MERG00288_0101_SUPERCONTIG,I26411,95.16,124,6,0,1,124,973,218,341,1175,1.00E-51,99.876
,Ophelosia,Moranila,L1012_MERG00288_0101_SUPERCONTIG,I26411,L1012_MERG00287_0101_SUPERCONTIG,I27443,95.16,124,6,0,218,341,1175,1,124,973,2.00E-51,99.876
,Aeschylia,Brachyscelidiphaga,L1012_MERG00310_0101_SUPERCONTIG,I26443,L1012_MERG00314_0101_SUPERCONTIG,I27454,98.89,814,9,0,281,1094,1179,1,814,814,0.0,99.186
,Brachyscelidiphaga,Aeschylia,L1012_MERG00314_0101_SUPERCONTIG,I27454,L1012_MERG00310_0101_SUPERCONTIG,I26443,98.89,814,9,0,1,814,814,281,1094,1179,0.0,99.186
,Eurytoma,Scutellista,L1013_MERG00165_0101_SUPERCONTIG,I8160,L1013_MERG00289_0101_SUPERCONTIG,I8169,100.00,318,0,0,1,318,318,230,547,843,6.00E-170,99.682
,Aeschylia,Brachyscelidiphaga,L1013_MERG00310_0101_SUPERCONTIG,I26443,L1013_MERG00314_0101_SUPERCONTIG,I27454,98.59,710,5,3,1,706,706,7,715,718,0.0,99.29
,Brachyscelidiphaga,Aeschylia,L1013_MERG00314_0101_SUPERCONTIG,I27454,L1013_MERG00310_0101_SUPERCONTIG,I26443,98.59,710,5,3,7,715,718,1,706,706,0.0,99.29
,Tanaostigma,Tanaostigmodes,L1013_MERG00362_0101_SUPERCONTIG,I8171,L1013_MERG00363_0101_SUPERCONTIG,I23223,100.00,607,0,0,67,673,673,1,607,874,0.0,99.393
,Tanaostigmodes,Tanaostigma,L1013_MERG00363_0101_SUPERCONTIG,I23223,L1013_MERG00362_0101_SUPERCONTIG,I8171,100.00,607,0,0,1,607,874,67,673,673,0.0,99.393
,Colocharis,Kapala,L1014_MERG00097_0101_SUPERCONTIG,I12647,L1014_MERG00099_0101_SUPERCONTIG,I12623,98.70,77,1,0,543,619,1195,1,77,1017,1.00E-33,99.923
,Kapala,Colocharis,L1014_MERG00099_0101_SUPERCONTIG,I12623,L1014_MERG00097_0101_SUPERCONTIG,I12647,98.70,77,1,0,1,77,1017,543,619,1195,1.00E-33,99.923
,Trisecodes,Notanisus,L1014_MERG00130_0101_SUPERCONTIG,I28963,L1014_MERG00251_0101_SUPERCONTIG,I29011,100.00,258,0,0,1,258,258,307,564,740,1.00E-136,99.742
,Burksilampus,Steffanolampus,L1014_MERG00214_0101_SUPERCONTIG,I16362,L1014_MERG00221_0101_SUPERCONTIG,I16359,95.57,1197,40,9,202,1390,1390,1,1192,1292,0.0,98.803
,Steffanolampus,Burksilampus,L1014_MERG00221_0101_SUPERCONTIG,I16359,L1014_MERG00214_0101_SUPERCONTIG,I16362,95.57,1197,40,9,1,1192,1292,202,1390,1390,0.0,98.803
,Aeschylia,Brachyscelidiphaga,L1014_MERG00310_0101_SUPERCONTIG,I26443,L1014_MERG00314_0101_SUPERCONTIG,I27454,99.76,838,2,0,330,1167,1435,1,838,838,0.0,99.162
,Brachyscelidiphaga,Aeschylia,L1014_MERG00314_0101_SUPERCONTIG,I27454,L1014_MERG00310_0101_SUPERCONTIG,I26443,99.76,838,2,0,1,838,838,330,1167,1435,0.0,99.162
,Hetreulophus,Zeala,L1015_MERG00267_0101_SUPERCONTIG,I23226,L1015_MERG00269_0101_SUPERCONTIG,I27457,95.71,792,33,1,11,802,808,3,793,854,0.0,99.208
,Aeschylia,Brachyscelidiphaga,L1015_MERG00310_0101_SUPERCONTIG,I26443,L1015_MERG00314_0101_SUPERCONTIG,I27454,99.76,840,2,0,138,977,1131,1,840,840,0.0,99.16
,Brachyscelidiphaga,Aeschylia,L1015_MERG00314_0101_SUPERCONTIG,I27454,L1015_MERG00310_0101_SUPERCONTIG,I26443,99.76,840,2,0,1,840,840,138,977,1131,0.0,99.16
,Colocharis,Kapala,L1016_MERG00097_0101_SUPERCONTIG,I12647,L1016_MERG00099_0101_SUPERCONTIG,I12623,95.71,629,23,2,1,629,1181,106,730,730,0.0,99.371
,Kapala,Colocharis,L1016_MERG00099_0101_SUPERCONTIG,I12623,L1016_MERG00097_0101_SUPERCONTIG,I12647,95.71,629,23,2,106,730,730,1,629,1181,0.0,99.371
,Aeschylia,Brachyscelidiphaga,L1016_MERG00310_0101_SUPERCONTIG,I26443,L1016_MERG00314_0101_SUPERCONTIG,I27454,99.29,705,5,0,83,787,798,1,705,705,0.0,99.295
,Brachyscelidiphaga,Aeschylia,L1016_MERG00314_0101_SUPERCONTIG,I27454,L1016_MERG00310_0101_SUPERCONTIG,I26443,99.29,705,5,0,1,705,705,83,787,798,0.0,99.295
,Sycophaga,Coccophagus,L1017_MERG00011_0101_SUPERCONTIG,I23963,L1017_MERG00033_0101_SUPERCONTIG,I23969,100.00,395,0,0,1,395,701,2,396,396,0.0,99.605
,Coccophagus,Sycophaga,L1017_MERG00033_0101_SUPERCONTIG,I23969,L1017_MERG00011_0101_SUPERCONTIG,I23963,100.00,395,0,0,2,396,396,1,395,701,0.0,99.605
,Colocharis,Kapala,L1017_MERG00097_0101_SUPERCONTIG,I12647,L1017_MERG00099_0101_SUPERCONTIG,I12623,95.14,1256,51,3,120,1375,1395,1,1246,1246,0.0,98.744
,Kapala,Colocharis,L1017_MERG00099_0101_SUPERCONTIG,I12623,L1017_MERG00097_0101_SUPERCONTIG,I12647,95.14,1256,51,3,1,1246,1246,120,1375,1395,0.0,98.744
,Eurytoma,Masneroma,L1017_MERG00165_0101_SUPERCONTIG,I8160,L1017_MERG00166_0101_SUPERCONTIG,I24015,95.34,536,23,1,47,580,580,1,536,715,0.0,99.464
,Australomymar,Ablerus,L1017_MERG00192_0101_SUPERCONTIG,I26409,L1017_MERG00054_0101_SUPERCONTIG,I26415,99.65,284,1,0,1,284,284,132,415,751,2.00E-149,99.716
,Burksilampus,Steffanolampus,L1017_MERG00214_0101_SUPERCONTIG,I16362,L1017_MERG00221_0101_SUPERCONTIG,I16359,95.24,294,13,1,233,525,1337,1,294,1064,5.00E-132,99.706
,Aeschylia,Brachyscelidiphaga,L1017_MERG00310_0101_SUPERCONTIG,I26443,L1017_MERG00314_0101_SUPERCONTIG,I27454,99.38,644,4,0,153,796,885,1,644,644,0.0,99.356
,Brachyscelidiphaga,Aeschylia,L1017_MERG00314_0101_SUPERCONTIG,I27454,L1017_MERG00310_0101_SUPERCONTIG,I26443,99.38,644,4,0,1,644,644,153,796,885,0.0,99.356
,Colocharis,Kapala,L1018_MERG00097_0101_SUPERCONTIG,I12647,L1018_MERG00099_0101_SUPERCONTIG,I12623,95.43,853,32,2,1,853,873,5,850,850,0.0,99.147
,Kapala,Colocharis,L1018_MERG00099_0101_SUPERCONTIG,I12623,L1018_MERG00097_0101_SUPERCONTIG,I12647,95.43,853,32,2,5,850,850,1,853,873,0.0,99.147
,Aprostocetus,Gyrolasomyia,L1018_MERG00135_0101_SUPERCONTIG,I23999,L1018_MERG00138_0101_SUPERCONTIG,I21948,95.59,227,10,0,453,679,679,625,851,956,2.00E-102,99.773
,Erythmelus,Agamerion,L1018_MERG00197_0101_SUPERCONTIG,I26457,L1018_MERG00240_0101_SUPERCONTIG,I26466,100.00,353,0,0,1,353,353,726,1078,1454,0.0,99.647
,Proshizonotus,Agamerion,L1018_MERG00254_0101_SUPERCONTIG,I23215,L1018_MERG00240_0101_SUPERCONTIG,I26466,98.82,169,2,0,1023,1191,1191,906,1074,1454,3.00E-83,99.831
,Zolotarewskya,Notanisus,L1018_MERG00256_0101_SUPERCONTIG,I27427,L1018_MERG00251_0101_SUPERCONTIG,I29011,95.24,189,8,1,635,822,822,569,757,778,3.00E-82,99.811
,Yrka,Amerostenus,L1018_MERG00262_0101_SUPERCONTIG,I24045,L1018_MERG00263_0101_SUPERCONTIG,I27440,96.94,196,6,0,516,711,711,677,872,880,9.00E-92,99.804
,Amerostenus,Yrka,L1018_MERG00263_0101_SUPERCONTIG,I27440,L1018_MERG00262_0101_SUPERCONTIG,I24045,96.94,196,6,0,677,872,880,516,711,711,1.00E-91,99.804
,Aditrochus,Plastobelyta,L1018_MERG00309_0101_SUPERCONTIG,I21665,L1018_MERG00319_0101_SUPERCONTIG,I27434,97.26,73,2,0,1,73,826,261,189,628,5.00E-30,99.927
,Aeschylia,Brachyscelidiphaga,L1018_MERG00310_0101_SUPERCONTIG,I26443,L1018_MERG00314_0101_SUPERCONTIG,I27454,99.51,618,3,0,197,814,823,1,618,618,0.0,99.382
,Brachyscelidiphaga,Aeschylia,L1018_MERG00314_0101_SUPERCONTIG,I27454,L1018_MERG00310_0101_SUPERCONTIG,I26443,99.51,618,3,0,1,618,618,197,814,823,0.0,99.382
,Plastobelyta,Aditrochus,L1018_MERG00319_0101_SUPERCONTIG,I27434,L1018_MERG00309_0101_SUPERCONTIG,I21665,97.26,73,2,0,189,261,628,73,1,826,4.00E-30,99.927
,Colocharis,Kapala,L1019_MERG00097_0101_SUPERCONTIG,I12647,L1019_MERG00099_0101_SUPERCONTIG,I12623,95.42,415,18,1,82,495,495,1,415,418,0.0,99.585
,Kapala,Colocharis,L1019_MERG00099_0101_SUPERCONTIG,I12623,L1019_MERG00097_0101_SUPERCONTIG,I12647,95.42,415,18,1,1,415,418,82,495,495,0.0,99.585
,Psilocharis,Colocharis,L1019_MERG00102_0101_SUPERCONTIG,I12648,L1019_MERG00097_0101_SUPERCONTIG,I12647,95.74,282,12,0,1,282,373,127,408,495,8.00E-130,99.718
,Aprostocetus,Gyrolasomyia,L1019_MERG00135_0101_SUPERCONTIG,I23999,L1019_MERG00138_0101_SUPERCONTIG,I21948,96.04,278,11,0,269,546,801,434,711,1115,6.00E-129,99.722
,Gyrolasomyia,Aprostocetus,L1019_MERG00138_0101_SUPERCONTIG,I21948,L1019_MERG00135_0101_SUPERCONTIG,I23999,96.04,278,11,0,434,711,1115,269,546,801,8.00E-129,99.722
,Omphalodipara,Zeala,L1019_MERG00268_0101_SUPERCONTIG,I28973,L1019_MERG00269_0101_SUPERCONTIG,I27457,97.41,347,9,0,79,425,920,249,595,853,1.00E-170,99.653
,Lelaps,Clytina,L1019_MERG00271_0101_SUPERCONTIG,I21705,L1019_MERG00356_0101_SUPERCONTIG,I21713,100.00,399,0,0,513,911,1510,1,399,399,0.0,99.601
,Aeschylia,Brachyscelidiphaga,L1019_MERG00310_0101_SUPERCONTIG,I26443,L1019_MERG00314_0101_SUPERCONTIG,I27454,99.04,627,6,0,40,666,855,1,627,628,0.0,99.373
,Brachyscelidiphaga,Aeschylia,L1019_MERG00314_0101_SUPERCONTIG,I27454,L1019_MERG00310_0101_SUPERCONTIG,I26443,99.04,627,6,0,1,627,628,40,666,855,0.0,99.373
,Clytina,Lelaps,L1019_MERG00356_0101_SUPERCONTIG,I21713,L1019_MERG00271_0101_SUPERCONTIG,I21705,100.00,399,0,0,1,399,399,513,911,1510,0.0,99.601
,Omphalodipara,Zeala,L101_MERG00268_0101_SUPERCONTIG,I28973,L101_MERG00269_0101_SUPERCONTIG,I27457,95.38,498,23,0,95,592,593,1,498,734,0.0,99.502
,Zeala,Omphalodipara,L101_MERG00269_0101_SUPERCONTIG,I27457,L101_MERG00268_0101_SUPERCONTIG,I28973,95.38,498,23,0,1,498,734,95,592,593,0.0,99.502
,Colocharis,Kapala,L1020_MERG00097_0101_SUPERCONTIG,I12647,L1020_MERG00099_0101_SUPERCONTIG,I12623,95.34,730,31,2,125,851,867,4,733,1138,0.0,99.27
,Kapala,Colocharis,L1020_MERG00099_0101_SUPERCONTIG,I12623,L1020_MERG00097_0101_SUPERCONTIG,I12647,95.34,730,31,2,4,733,1138,125,851,867,0.0,99.27
,Tetramesa,Aiolomorphus,L1020_MERG00169_0101_SUPERCONTIG,I21916,L1020_MERG00161_0101_SUPERCONTIG,I21923,95.24,315,14,1,1,314,395,243,557,805,1.00E-142,99.685
,Aeschylia,Brachyscelidiphaga,L1020_MERG00310_0101_SUPERCONTIG,I26443,L1020_MERG00314_0101_SUPERCONTIG,I27454,99.62,532,2,0,225,756,756,1,532,540,0.0,99.468
,Brachyscelidiphaga,Aeschylia,L1020_MERG00314_0101_SUPERCONTIG,I27454,L1020_MERG00310_0101_SUPERCONTIG,I26443,99.62,532,2,0,1,532,540,225,756,756,0.0,99.468
,Tetrapus,Microdontomerus,L1021_MERG00012_0101_SUPERCONTIG,I23219,L1021_MERG00377_0101_SUPERCONTIG,I29033,95.74,94,4,0,486,579,1011,596,689,1261,2.00E-38,99.906
,Marietta,Eunotiscus,L1021_MERG00020_0101_SUPERCONTIG,I21926,L1021_MERG00090_0101_SUPERCONTIG,I27411,96.26,107,3,1,572,678,1097,308,413,729,6.00E-45,99.893
,Ablerus,Ormyrus,L1021_MERG00052_0101_SUPERCONTIG,I23976,L1021_MERG00210_0101_SUPERCONTIG,I21664,95.15,103,3,2,195,297,517,1,101,101,2.00E-41,99.897
,Dirhinus,Parepistenia,L1021_MERG00065_0101_SUPERCONTIG,I23253,L1021_MERG00253_0101_SUPERCONTIG,I27418,95.33,150,6,1,476,625,1150,232,380,644,7.00E-64,99.85
,Psilochalcis,Rivasia,L1021_MERG00070_0101_SUPERCONTIG,I23982,L1021_MERG00320_0101_SUPERCONTIG,I27435,95.50,111,5,0,276,386,676,342,452,744,3.00E-46,99.889
,Eunotiscus,Marietta,L1021_MERG00090_0101_SUPERCONTIG,I27411,L1021_MERG00020_0101_SUPERCONTIG,I21926,96.26,107,3,1,308,413,729,572,678,1097,4.00E-45,99.893
,Euderomphale,Grooca,L1021_MERG00111_0101_SUPERCONTIG,I26463,L1021_MERG00248_0101_SUPERCONTIG,I29053,96.04,101,4,0,131,231,338,686,786,1150,1.00E-42,99.899
,Neochrysocharis,Odopoia,L1021_MERG00113_0101_SUPERCONTIG,I27408,L1021_MERG00384_0101_SUPERCONTIG,I28991,95.51,89,3,1,264,352,663,430,517,820,3.00E-35,99.911
,Euderus,Brachyelatus,L1021_MERG00119_0101_SUPERCONTIG,I21928,L1021_MERG00211_0101_SUPERCONTIG,I21672,96.40,111,3,1,315,424,636,567,677,1306,2.00E-47,99.889
,Erythmelus,Epitranus,L1021_MERG00197_0101_SUPERCONTIG,I26457,L1021_MERG00066_0101_SUPERCONTIG,I23979,97.44,78,2,0,284,361,361,303,380,662,3.00E-33,99.922
,Ormyrus,Ormyrulus,L1021_MERG00210_0101_SUPERCONTIG,I21664,L1021_MERG00208_0101_SUPERCONTIG,I29016,98.02,101,2,0,1,101,101,209,309,629,1.00E-46,99.899
,Krombeinius,Boucekius,L1021_MERG00222_0101_SUPERCONTIG,I24018,L1021_MERG00241_0101_SUPERCONTIG,I27439,95.50,111,5,0,252,362,629,311,421,739,2.00E-46,99.889
,Eutrichosoma,Amerostenus,L1021_MERG00291_0101_SUPERCONTIG,I26419,L1021_MERG00263_0101_SUPERCONTIG,I27440,96.64,119,4,0,410,528,993,280,398,701,3.00E-52,99.881
,Aeschylia,Brachyscelidiphaga,L1021_MERG00310_0101_SUPERCONTIG,I26443,L1021_MERG00314_0101_SUPERCONTIG,I27454,98.76,402,4,1,48,448,540,1,402,402,0.0,99.598
,Brachyscelidiphaga,Aeschylia,L1021_MERG00314_0101_SUPERCONTIG,I27454,L1021_MERG00310_0101_SUPERCONTIG,I26443,98.76,402,4,1,1,402,402,48,448,540,0.0,99.598
,Walkerella,Cyrtogaster,L1021_MERG00325_0101_SUPERCONTIG,I21929,L1021_MERG00344_0101_SUPERCONTIG,I21918,97.00,100,2,1,374,473,935,198,296,526,8.00E-43,99.9
,Dibrachys,Habritys,L1021_MERG00332_0101_SUPERCONTIG,I21922,L1021_MERG00334_0101_SUPERCONTIG,I21959,98.91,92,1,0,638,729,1322,528,619,1161,4.00E-42,99.908
,Habritys,Dibrachys,L1021_MERG00334_0101_SUPERCONTIG,I21959,L1021_MERG00332_0101_SUPERCONTIG,I21922,98.91,92,1,0,528,619,1161,638,729,1322,4.00E-42,99.908
,Homoporus,Coruna,L1021_MERG00336_0101_SUPERCONTIG,I21919,L1021_MERG00345_0101_SUPERCONTIG,I21952,95.50,111,4,1,388,497,555,567,677,1029,8.00E-46,99.889
,Pteromalus,Habritys,L1021_MERG00342_0101_SUPERCONTIG,I23232,L1021_MERG00334_0101_SUPERCONTIG,I21959,96.04,101,3,1,493,593,1046,519,618,1161,1.00E-41,99.899
,Sycoscapter,Cyrtogaster,L1021_MERG00352_0101_SUPERCONTIG,I21697,L1021_MERG00344_0101_SUPERCONTIG,I21918,96.91,97,3,0,530,626,680,201,297,526,7.00E-42,99.903
,Clytina,Halticoptera,L1021_MERG00357_0101_SUPERCONTIG,I26412,L1021_MERG00335_0101_SUPERCONTIG,I21913,96.19,105,3,1,284,387,681,271,375,571,4.00E-44,99.895
,Anidarnes,Pseudidarnes,L1022_MERG00008_0101_SUPERCONTIG,I23967,L1022_MERG00010_0101_SUPERCONTIG,I29052,95.33,214,10,0,206,419,733,365,578,1008,4.00E-95,99.786
,Idarnes,Pseudidarnes,L1022_MERG00009_0101_SUPERCONTIG,I23252,L1022_MERG00010_0101_SUPERCONTIG,I29052,95.33,214,10,0,359,572,1143,365,578,1008,7.00E-95,99.786
,Pseudidarnes,Premiscogaster,L1022_MERG00010_0101_SUPERCONTIG,I29052,L1022_MERG00328_0101_SUPERCONTIG,I26380,95.77,213,9,0,366,578,1008,434,646,1026,5.00E-96,99.787
,Dirhinus,Gastrancistrus,L1022_MERG00065_0101_SUPERCONTIG,I23253,L1022_MERG00326_0101_SUPERCONTIG,I27425,96.24,213,8,0,460,672,1039,278,490,771,1.00E-97,99.787
,Hockeria,Neochalcis,L1022_MERG00069_0101_SUPERCONTIG,I21678,L1022_MERG00072_0101_SUPERCONTIG,I23981,95.07,223,11,0,590,812,1385,306,528,947,4.00E-98,99.777
,Hockeria,Neochalcis,L1022_MERG00069_0101_SUPERCONTIG,I21678,L1022_MERG00072_0101_SUPERCONTIG,I23981,96.43,84,3,0,717,800,1385,84,1,947,3.00E-34,99.916
,Hockeria,Neochalcis,L1022_MERG00069_0101_SUPERCONTIG,I21678,L1022_MERG00072_0101_SUPERCONTIG,I23981,97.37,76,2,0,620,695,1385,946,871,947,2.00E-31,99.924
,Neochalcis,Hockeria,L1022_MERG00072_0101_SUPERCONTIG,I23981,L1022_MERG00069_0101_SUPERCONTIG,I21678,95.07,223,11,0,306,528,947,590,812,1385,3.00E-98,99.777
,Neochalcis,Hockeria,L1022_MERG00072_0101_SUPERCONTIG,I23981,L1022_MERG00069_0101_SUPERCONTIG,I21678,96.43,84,3,0,1,84,947,800,717,1385,2.00E-34,99.916
,Neochalcis,Hockeria,L1022_MERG00072_0101_SUPERCONTIG,I23981,L1022_MERG00069_0101_SUPERCONTIG,I21678,97.37,76,2,0,871,946,947,695,620,1385,1.00E-31,99.924
,Ooencyrtus,Eusemion,L1022_MERG00083_0101_SUPERCONTIG,I23984,L1022_MERG00079_0101_SUPERCONTIG,I23983,99.81,524,1,0,1,524,524,76,599,690,0.0,99.476
,Colocharis,Kapala,L1022_MERG00097_0101_SUPERCONTIG,I12647,L1022_MERG00099_0101_SUPERCONTIG,I12623,96.52,115,1,1,150,264,999,133,244,1100,8.00E-49,99.885
,Kapala,Colocharis,L1022_MERG00099_0101_SUPERCONTIG,I12623,L1022_MERG00097_0101_SUPERCONTIG,I12647,96.52,115,1,1,133,244,1100,150,264,999,9.00E-49,99.885
,Pseudometagea,Kapala,L1022_MERG00101_0101_SUPERCONTIG,I21631,L1022_MERG00099_0101_SUPERCONTIG,I12623,95.39,217,10,0,66,282,709,469,685,1100,9.00E-97,99.783
,Chrysocharis,Neochrysocharis,L1022_MERG00112_0101_SUPERCONTIG,I23227,L1022_MERG00113_0101_SUPERCONTIG,I27408,95.22,209,10,0,339,547,861,299,507,782,3.00E-92,99.791
,Neochrysocharis,Chrysocharis,L1022_MERG00113_0101_SUPERCONTIG,I27408,L1022_MERG00112_0101_SUPERCONTIG,I23227,95.22,209,10,0,299,507,782,339,547,861,3.00E-92,99.791
,New genus,Lanthanomyia,L1022_MERG00229_0101_SUPERCONTIG,I23221,L1022_MERG00259_0101_SUPERCONTIG,I24040,95.31,213,10,0,512,724,1191,319,531,794,3.00E-94,99.787
,Spalangiopelta,Premiscogaster,L1022_MERG00235_0101_SUPERCONTIG,I27406,L1022_MERG00328_0101_SUPERCONTIG,I26380,95.02,221,11,0,299,519,845,429,649,1026,3.00E-97,99.779
,Epistenia,Parepistenia,L1022_MERG00246_0101_SUPERCONTIG,I23214,L1022_MERG00253_0101_SUPERCONTIG,I27418,98.13,214,4,0,513,726,1278,222,435,682,7.00E-105,99.786
,Parepistenia,Epistenia,L1022_MERG00253_0101_SUPERCONTIG,I27418,L1022_MERG00246_0101_SUPERCONTIG,I23214,98.13,214,4,0,222,435,682,513,726,1278,4.00E-105,99.786
,Lanthanomyia,Asaphes,L1022_MERG00259_0101_SUPERCONTIG,I24040,L1022_MERG00226_0101_SUPERCONTIG,I21689,95.02,221,11,0,317,537,794,599,819,1424,3.00E-97,99.779
,Neapterolelaps,Gastrancistrus,L1022_MERG00272_0101_SUPERCONTIG,I24023,L1022_MERG00326_0101_SUPERCONTIG,I27425,96.02,226,9,0,277,502,748,270,495,771,2.00E-103,99.774
,Sirovena,Gastrancistrus,L1022_MERG00329_0101_SUPERCONTIG,I29047,L1022_MERG00326_0101_SUPERCONTIG,I27425,95.93,221,9,0,276,496,734,270,490,771,1.00E-100,99.779
,Dibrachys,Habritys,L1022_MERG00332_0101_SUPERCONTIG,I21922,L1022_MERG00334_0101_SUPERCONTIG,I21959,98.91,92,1,0,110,201,1271,159,250,1007,5.00E-42,99.908
,Habritys,Homoporus,L1022_MERG00334_0101_SUPERCONTIG,I21959,L1022_MERG00336_0101_SUPERCONTIG,I21919,95.76,236,9,1,515,749,1007,245,480,940,1.00E-106,99.764
,Homoporus,Habritys,L1022_MERG00336_0101_SUPERCONTIG,I21919,L1022_MERG00334_0101_SUPERCONTIG,I21959,95.76,236,9,1,245,480,940,515,749,1007,1.00E-106,99.764
,Microdontomerus,Adontomerus,L1022_MERG00377_0101_SUPERCONTIG,I29033,L1022_MERG00375_0101_SUPERCONTIG,I29034,97.32,224,6,0,673,896,1410,457,680,1283,5.00E-107,99.776
,Myiocnema,Euryischia,L1023_MERG00094_0101_SUPERCONTIG,I29029,L1023_MERG00092_0101_SUPERCONTIG,I23222,95.76,118,3,2,79,195,705,82,198,1170,1.00E-49,99.882
,Eurytoma,Masneroma,L1023_MERG00165_0101_SUPERCONTIG,I8160,L1023_MERG00166_0101_SUPERCONTIG,I24015,96.53,375,13,0,10,384,546,28,402,415,9.00E-180,99.625
,Masneroma,Eurytoma,L1023_MERG00166_0101_SUPERCONTIG,I24015,L1023_MERG00165_0101_SUPERCONTIG,I8160,96.53,375,13,0,28,402,415,10,384,546,6.00E-180,99.625
,Tetramesa,Aiolomorphus,L1023_MERG00169_0101_SUPERCONTIG,I21916,L1023_MERG00161_0101_SUPERCONTIG,I21923,95.10,245,12,0,2,246,532,113,357,600,3.00E-109,99.755
,nr Bofuria,Chiloe,L1023_MERG00264_0101_SUPERCONTIG,I24041,L1023_MERG00353_0101_SUPERCONTIG,I24042,100.00,325,0,0,26,350,645,1,325,325,1.00E-173,99.675
,Omphalodipara,Zeala,L1023_MERG00268_0101_SUPERCONTIG,I28973,L1023_MERG00269_0101_SUPERCONTIG,I27457,95.40,413,16,1,1,410,698,69,481,678,0.0,99.587
,Omphalodipara,Zeala,L1023_MERG00268_0101_SUPERCONTIG,I28973,L1023_MERG00269_0101_SUPERCONTIG,I27457,95.52,134,6,0,414,547,698,545,678,678,2.00E-57,99.866
,Chiloe,nr Bofuria,L1023_MERG00353_0101_SUPERCONTIG,I24042,L1023_MERG00264_0101_SUPERCONTIG,I24041,100.00,325,0,0,1,325,325,26,350,645,6.00E-174,99.675
,Acerophagus,Mayridia,L1024_MERG00076_0101_SUPERCONTIG,I23990,L1024_MERG00081_0101_SUPERCONTIG,I23988,99.79,485,1,0,1,485,485,103,587,688,0.0,99.515
,Mayridia,Acerophagus,L1024_MERG00081_0101_SUPERCONTIG,I23988,L1024_MERG00076_0101_SUPERCONTIG,I23990,99.79,485,1,0,103,587,688,1,485,485,0.0,99.515
,Tetramesa,Systole,L1024_MERG00169_0101_SUPERCONTIG,I21916,L1024_MERG00168_0101_SUPERCONTIG,I21924,99.17,240,2,0,1,240,240,405,644,871,2.00E-123,99.76
,Perilampus,Steffanolampus,L1024_MERG00218_0101_SUPERCONTIG,I12632,L1024_MERG00221_0101_SUPERCONTIG,I16359,96.33,109,3,1,408,515,515,110,218,312,2.00E-46,99.891
,Perilampus,Steffanolampus,L1024_MERG00220_0101_SUPERCONTIG,I12630,L1024_MERG00221_0101_SUPERCONTIG,I16359,95.52,223,6,1,79,297,298,60,282,312,2.00E-99,99.777
,Steffanolampus,Perilampus,L1024_MERG00221_0101_SUPERCONTIG,I16359,L1024_MERG00220_0101_SUPERCONTIG,I12630,95.52,223,6,1,60,282,312,79,297,298,2.00E-99,99.777
,Cameronella,nr Bofuria,L1024_MERG00265_0101_SUPERCONTIG,I29057,L1024_MERG00264_0101_SUPERCONTIG,I24041,95.70,93,4,0,1,93,93,296,388,610,7.00E-39,99.907
,Omphalodipara,Zeala,L1024_MERG00268_0101_SUPERCONTIG,I28973,L1024_MERG00269_0101_SUPERCONTIG,I27457,95.86,266,11,0,109,374,925,1,266,786,3.00E-122,99.734
,Aeschylia,Brachyscelidiphaga,L1024_MERG00310_0101_SUPERCONTIG,I26443,L1024_MERG00314_0101_SUPERCONTIG,I27454,97.05,679,5,1,157,820,1019,1,679,679,0.0,99.321
,Brachyscelidiphaga,Aeschylia,L1024_MERG00314_0101_SUPERCONTIG,I27454,L1024_MERG00310_0101_SUPERCONTIG,I26443,97.05,679,5,1,1,679,679,157,820,1019,0.0,99.321
,Halticoptera,Nodisoplata,L1024_MERG00335_0101_SUPERCONTIG,I21913,L1024_MERG00306_0101_SUPERCONTIG,I21956,96.00,75,2,1,68,141,538,817,891,903,4.00E-29,99.925
,Grooca,Solenura,L1026_MERG00248_0101_SUPERCONTIG,I29053,L1026_MERG00255_0101_SUPERCONTIG,I27397,95.13,698,28,5,187,880,997,123,818,818,0.0,99.302
,Solenura,Grooca,L1026_MERG00255_0101_SUPERCONTIG,I27397,L1026_MERG00248_0101_SUPERCONTIG,I29053,95.13,698,28,5,123,818,818,187,880,997,0.0,99.302
,Aeschylia,Brachyscelidiphaga,L1026_MERG00310_0101_SUPERCONTIG,I26443,L1026_MERG00314_0101_SUPERCONTIG,I27454,98.69,838,10,1,243,1080,1160,1,837,837,0.0,99.162
,Brachyscelidiphaga,Aeschylia,L1026_MERG00314_0101_SUPERCONTIG,I27454,L1026_MERG00310_0101_SUPERCONTIG,I26443,98.69,838,10,1,1,837,837,243,1080,1160,0.0,99.162
,Waterstoniella,Sycophaga,L1027_MERG00004_0101_SUPERCONTIG,I23964,L1027_MERG00011_0101_SUPERCONTIG,I23963,100.00,374,0,0,1,374,374,141,514,794,0.0,99.626
,Colocharis,Kapala,L1027_MERG00097_0101_SUPERCONTIG,I12647,L1027_MERG00099_0101_SUPERCONTIG,I12623,95.69,812,34,1,77,887,1284,1,812,885,0.0,99.188
,Colocharis,Kapala,L1027_MERG00097_0101_SUPERCONTIG,I12647,L1027_MERG00099_0101_SUPERCONTIG,I12623,97.40,77,2,0,1208,1284,1284,221,297,885,6.00E-32,99.923
