contamination,query_genus,target_genus,query_seq,I# query,target_seq,I# target,%similarity,length of match (bp),mismatch,gapopen, qstart ,qend ,qlength,tstart ,tend ,tlength,evalue,note
,nr Bofuria,Colotrechnus,L1021_MERG00264_0101_SUPERCONTIG,I24041,L1021_MERG00266_0101_SUPERCONTIG,I21681,100.00,78,0,0,1,78,78,1,78,78,3.00E-38,99.922
,Colotrechnus,nr Bofuria,L1021_MERG00266_0101_SUPERCONTIG,I21681,L1021_MERG00264_0101_SUPERCONTIG,I24041,100.00,78,0,0,1,78,78,1,78,78,3.00E-38,99.922
,Dipara,Epistenia,L1021_MERG00270_0101_SUPERCONTIG,I23230,L1021_MERG00246_0101_SUPERCONTIG,I23214,100.00,78,0,0,1,78,78,1,78,78,3.00E-38,99.922
,Australeunotus,Moranila,L1021_MERG00282_0101_SUPERCONTIG,I27396,L1021_MERG00287_0101_SUPERCONTIG,I27443,100.00,78,0,0,1,78,78,1,78,78,3.00E-38,99.922
,Moranila,Australeunotus,L1021_MERG00287_0101_SUPERCONTIG,I27443,L1021_MERG00282_0101_SUPERCONTIG,I27396,100.00,78,0,0,1,78,78,1,78,78,3.00E-38,99.922
,Herbertia,Brachyelatus,L1021_MERG00295_0101_SUPERCONTIG,I27431,L1021_MERG00211_0101_SUPERCONTIG,I21672,100.00,73,0,0,1,73,78,1,73,78,2.00E-35,99.927
,Nodisoplata,Miscogaster,L1021_MERG00306_0101_SUPERCONTIG,I21956,L1021_MERG00305_0101,I21949,100.00,78,0,0,1,78,78,1,78,78,3.00E-38,99.922
,Aeschylia,Brachyscelidiphaga,L1021_MERG00310_0101_SUPERCONTIG,I26443,L1021_MERG00314_0101_SUPERCONTIG,I27454,100.00,78,0,0,1,78,78,1,78,78,3.00E-38,99.922
,Brachyscelidiphaga,Aeschylia,L1021_MERG00314_0101_SUPERCONTIG,I27454,L1021_MERG00310_0101_SUPERCONTIG,I26443,100.00,78,0,0,1,78,78,1,78,78,3.00E-38,99.922
,Ormocerus,Cyrtogaster,L1021_MERG00318_0101_SUPERCONTIG,I24033,L1021_MERG00344_0101_SUPERCONTIG,I21918,100.00,78,0,0,1,78,78,1,78,78,3.00E-38,99.922
,Cyrtogaster,Ormocerus,L1021_MERG00344_0101_SUPERCONTIG,I21918,L1021_MERG00318_0101_SUPERCONTIG,I24033,100.00,78,0,0,1,78,78,1,78,78,3.00E-38,99.922
,Mongolocampe,Platynocheilus,L1021_MERG00365_0101_SUPERCONTIG,I21945,L1021_MERG00366_0101,I23235,100.00,78,0,0,1,78,78,1,78,78,3.00E-38,99.922
,Eusemion,Ooencyrtus,L1022_MERG00079_0101_SUPERCONTIG,I23983,L1022_MERG00083_0101_SUPERCONTIG,I23984,100.00,213,0,0,1,213,213,1,213,213,3.00E-112,99.787
,Ooencyrtus,Eusemion,L1022_MERG00083_0101_SUPERCONTIG,I23984,L1022_MERG00079_0101_SUPERCONTIG,I23983,100.00,213,0,0,1,213,213,1,213,213,3.00E-112,99.787
,Nasonia,Trichomalopsis,L1023_MERG00337_0101,I5103,L1023_MERG00343_0101,I5110,99.36,156,1,0,1,156,162,1,156,162,3.00E-79,99.844
,Trichomalopsis,Nasonia,L1023_MERG00343_0101,I5110,L1023_MERG00337_0101,I5103,99.36,156,1,0,1,156,162,1,156,162,3.00E-79,99.844
,Brachyscelidiphaga,Aeschylia,L1023_MERG00314_0101,I27454,L1023_MERG00310_0101_SUPERCONTIG,I26443,100.00,162,0,0,1,162,162,1,162,162,3.00E-84,99.838
,nr Bofuria,Chiloe,L1023_MERG00264_0101_SUPERCONTIG,I24041,L1023_MERG00353_0101_SUPERCONTIG,I24042,100.00,142,0,0,1,142,162,1,142,142,4.00E-73,99.858
,Aeschylia,Brachyscelidiphaga,L1023_MERG00310_0101_SUPERCONTIG,I26443,L1023_MERG00314_0101,I27454,100.00,162,0,0,1,162,162,1,162,162,3.00E-84,99.838
,Chiloe,nr Bofuria,L1023_MERG00353_0101_SUPERCONTIG,I24042,L1023_MERG00264_0101_SUPERCONTIG,I24041,100.00,142,0,0,1,142,142,1,142,162,4.00E-73,99.858
,Acerophagus,Mayridia,L1024_MERG00076_0101_SUPERCONTIG,I23990,L1024_MERG00081_0101_SUPERCONTIG,I23988,100.00,126,0,0,1,126,126,1,126,126,2.00E-64,99.874
,Mayridia,Acerophagus,L1024_MERG00081_0101_SUPERCONTIG,I23988,L1024_MERG00076_0101_SUPERCONTIG,I23990,100.00,126,0,0,1,126,126,1,126,126,2.00E-64,99.874
,Systole,Tetramesa,L1024_MERG00168_0101_SUPERCONTIG,I21924,L1024_MERG00169_0101_SUPERCONTIG,I21916,99.21,126,1,0,1,126,126,1,126,126,9.00E-63,99.874
,Tetramesa,Systole,L1024_MERG00169_0101_SUPERCONTIG,I21916,L1024_MERG00168_0101_SUPERCONTIG,I21924,99.21,126,1,0,1,126,126,1,126,126,9.00E-63,99.874
,Burksilampus,Steffanolampus,L1024_MERG00214_0101_SUPERCONTIG,I16362,L1024_MERG00221_0101_SUPERCONTIG,I16359,99.21,126,1,0,1,126,126,1,126,126,9.00E-63,99.874
,Perilampus,Steffanolampus,L1024_MERG00220_0101_SUPERCONTIG,I12630,L1024_MERG00221_0101_SUPERCONTIG,I16359,99.21,126,1,0,1,126,126,1,126,126,9.00E-63,99.874
,Steffanolampus,Perilampus,L1024_MERG00221_0101_SUPERCONTIG,I16359,L1024_MERG00220_0101_SUPERCONTIG,I12630,99.21,126,1,0,1,126,126,1,126,126,9.00E-63,99.874
,Hetreulophus,Zeala,L1024_MERG00267_0101_SUPERCONTIG,I23226,L1024_MERG00269_0101_SUPERCONTIG,I27457,100.00,126,0,0,1,126,126,1,126,126,2.00E-64,99.874
,Zeala,Hetreulophus,L1024_MERG00269_0101_SUPERCONTIG,I27457,L1024_MERG00267_0101_SUPERCONTIG,I23226,100.00,126,0,0,1,126,126,1,126,126,2.00E-64,99.874
,Aeschylia,Brachyscelidiphaga,L1024_MERG00310_0101_SUPERCONTIG,I26443,L1024_MERG00314_0101_SUPERCONTIG,I27454,100.00,126,0,0,1,126,126,1,126,126,2.00E-64,99.874
,Brachyscelidiphaga,Aeschylia,L1024_MERG00314_0101_SUPERCONTIG,I27454,L1024_MERG00310_0101_SUPERCONTIG,I26443,100.00,126,0,0,1,126,126,1,126,126,2.00E-64,99.874
,Aeschylia,Brachyscelidiphaga,L1026_MERG00310_0101_SUPERCONTIG,I26443,L1026_MERG00314_0101_SUPERCONTIG,I27454,99.37,318,2,0,1,318,318,1,318,318,6.00E-167,99.682
,Brachyscelidiphaga,Aeschylia,L1026_MERG00314_0101_SUPERCONTIG,I27454,L1026_MERG00310_0101_SUPERCONTIG,I26443,99.37,318,2,0,1,318,318,1,318,318,6.00E-167,99.682
,Nasonia,Trichomalopsis,L1027_MERG00337_0101,I5103,L1027_MERG00343_0101,I5110,99.15,471,4,0,4,474,477,4,474,477,0.0,99.529
,Trichomalopsis,Nasonia,L1027_MERG00343_0101,I5110,L1027_MERG00337_0101,I5103,99.15,471,4,0,4,474,477,4,474,477,0.0,99.529
,Waterstoniella,Sycophaga,L1027_MERG00004_0101_SUPERCONTIG,I23964,L1027_MERG00011_0101_SUPERCONTIG,I23963,100.00,374,0,0,1,374,374,44,417,477,0.0,99.626
,Sycophaga,Waterstoniella,L1027_MERG00011_0101_SUPERCONTIG,I23963,L1027_MERG00004_0101_SUPERCONTIG,I23964,100.00,374,0,0,44,417,477,1,374,374,0.0,99.626
,Aeschylia,Brachyscelidiphaga,L1027_MERG00310_0101_SUPERCONTIG,I26443,L1027_MERG00314_0101_SUPERCONTIG,I27454,99.79,477,1,0,1,477,477,1,477,477,0.0,99.523
,Brachyscelidiphaga,Aeschylia,L1027_MERG00314_0101_SUPERCONTIG,I27454,L1027_MERG00310_0101_SUPERCONTIG,I26443,99.79,477,1,0,1,477,477,1,477,477,0.0,99.523
,Aeschylia,Brachyscelidiphaga,L1028_MERG00310_0101_SUPERCONTIG,I26443,L1028_MERG00314_0101_SUPERCONTIG,I27454,99.75,393,1,0,1,393,393,1,393,393,0.0,99.607
,Brachyscelidiphaga,Aeschylia,L1028_MERG00314_0101_SUPERCONTIG,I27454,L1028_MERG00310_0101_SUPERCONTIG,I26443,99.75,393,1,0,1,393,393,1,393,393,0.0,99.607
,Nasonia,Trichomalopsis,L1029_MERG00337_0101,I5103,L1029_MERG00343_0101,I5110,99.68,633,2,0,1,633,639,1,633,639,0.0,99.367
,Trichomalopsis,Nasonia,L1029_MERG00343_0101,I5110,L1029_MERG00337_0101,I5103,99.68,633,2,0,1,633,639,1,633,639,0.0,99.367
,Acerophagus,Mayridia,L1029_MERG00076_0101_SUPERCONTIG,I23990,L1029_MERG00081_0101_SUPERCONTIG,I23988,100.00,639,0,0,1,639,639,1,639,639,0.0,99.361
,Mayridia,Acerophagus,L1029_MERG00081_0101_SUPERCONTIG,I23988,L1029_MERG00076_0101_SUPERCONTIG,I23990,100.00,639,0,0,1,639,639,1,639,639,0.0,99.361
,nr Bofuria,Chiloe,L1029_MERG00264_0101_SUPERCONTIG,I24041,L1029_MERG00353_0101_SUPERCONTIG,I24042,100.00,541,0,0,1,541,639,1,541,541,0.0,99.459
,Aeschylia,Brachyscelidiphaga,L1029_MERG00310_0101_SUPERCONTIG,I26443,L1029_MERG00314_0101_SUPERCONTIG,I27454,99.84,639,1,0,1,639,639,1,639,639,0.0,99.361
,Brachyscelidiphaga,Aeschylia,L1029_MERG00314_0101_SUPERCONTIG,I27454,L1029_MERG00310_0101_SUPERCONTIG,I26443,99.84,639,1,0,1,639,639,1,639,639,0.0,99.361
,Chiloe,nr Bofuria,L1029_MERG00353_0101_SUPERCONTIG,I24042,L1029_MERG00264_0101_SUPERCONTIG,I24041,100.00,541,0,0,1,541,541,1,541,639,0.0,99.459
,Tanaostigma,Tanaostigmodes,L1029_MERG00362_0101_SUPERCONTIG,I8171,L1029_MERG00363_0101_SUPERCONTIG,I23223,100.00,639,0,0,1,639,639,1,639,639,0.0,99.361
,Tanaostigmodes,Tanaostigma,L1029_MERG00363_0101_SUPERCONTIG,I23223,L1029_MERG00362_0101_SUPERCONTIG,I8171,100.00,639,0,0,1,639,639,1,639,639,0.0,99.361
,Aeschylia,Brachyscelidiphaga,L102_MERG00310_0101_SUPERCONTIG,I26443,L102_MERG00314_0101_SUPERCONTIG,I27454,100.00,210,0,0,1,210,210,1,210,210,1.00E-110,99.79
,Brachyscelidiphaga,Aeschylia,L102_MERG00314_0101_SUPERCONTIG,I27454,L102_MERG00310_0101_SUPERCONTIG,I26443,100.00,210,0,0,1,210,210,1,210,210,1.00E-110,99.79
,Tanaostigma,Tanaostigmodes,L102_MERG00362_0101_SUPERCONTIG,I8171,L102_MERG00363_0101_SUPERCONTIG,I23223,100.00,210,0,0,1,210,210,1,210,210,1.00E-110,99.79
,Tanaostigmodes,Tanaostigma,L102_MERG00363_0101_SUPERCONTIG,I23223,L102_MERG00362_0101_SUPERCONTIG,I8171,100.00,210,0,0,1,210,210,1,210,210,1.00E-110,99.79
,Nasonia,Trichomalopsis,L1030_MERG00337_0101,I5103,L1030_MERG00343_0101,I5110,99.52,207,1,0,1,207,213,1,207,213,2.00E-107,99.793
,Trichomalopsis,Nasonia,L1030_MERG00343_0101,I5110,L1030_MERG00337_0101,I5103,99.52,207,1,0,1,207,213,1,207,213,2.00E-107,99.793
,Sycophaga,Coccophagus,L1030_MERG00011_0101_SUPERCONTIG,I23963,L1030_MERG00033_0101_SUPERCONTIG,I23969,100.00,213,0,0,1,213,213,1,213,213,2.00E-112,99.787
,Coccophagus,Sycophaga,L1030_MERG00033_0101_SUPERCONTIG,I23969,L1030_MERG00011_0101_SUPERCONTIG,I23963,100.00,213,0,0,1,213,213,1,213,213,2.00E-112,99.787
,Aiolomorphus,Tetramesa,L1030_MERG00161_0101_SUPERCONTIG,I21923,L1030_MERG00169_0101_SUPERCONTIG,I21916,99.03,207,2,0,1,207,207,7,213,213,9.00E-106,99.793
,Tetramesa,Aiolomorphus,L1030_MERG00169_0101_SUPERCONTIG,I21916,L1030_MERG00161_0101_SUPERCONTIG,I21923,99.03,207,2,0,7,213,213,1,207,207,9.00E-106,99.793
,Nasonia,Trichomalopsis,L1031_MERG00337_0101,I5103,L1031_MERG00343_0101,I5110,99.24,264,2,0,1,264,267,1,264,267,4.00E-137,99.736
,Trichomalopsis,Nasonia,L1031_MERG00343_0101,I5110,L1031_MERG00337_0101,I5103,99.24,264,2,0,1,264,267,1,264,267,4.00E-137,99.736
,Paraeusandalum,Tineobius,L1031_MERG00143_0101_SUPERCONTIG,I24007,L1031_MERG00150_0101_SUPERCONTIG,I24008,100.00,267,0,0,1,267,267,1,267,267,4.00E-142,99.733
,Tineobius,Paraeusandalum,L1031_MERG00150_0101_SUPERCONTIG,I24008,L1031_MERG00143_0101_SUPERCONTIG,I24007,100.00,267,0,0,1,267,267,1,267,267,4.00E-142,99.733
,nr Bofuria,Archaeoteleia,L1031_MERG00264_0101_SUPERCONTIG,I24041,L1031_MERG00419_0101_SUPERCONTIG,I24043,100.00,198,0,0,1,198,267,1,198,198,9.00E-104,99.802
,Aeschylia,Brachyscelidiphaga,L1031_MERG00310_0101_SUPERCONTIG,I26443,L1031_MERG00314_0101_SUPERCONTIG,I27454,99.25,267,2,0,1,267,267,1,267,267,9.00E-139,99.733
,Brachyscelidiphaga,Aeschylia,L1031_MERG00314_0101_SUPERCONTIG,I27454,L1031_MERG00310_0101_SUPERCONTIG,I26443,99.25,267,2,0,1,267,267,1,267,267,9.00E-139,99.733
,Archaeoteleia,nr Bofuria,L1031_MERG00419_0101_SUPERCONTIG,I24043,L1031_MERG00264_0101_SUPERCONTIG,I24041,100.00,198,0,0,1,198,198,1,198,267,7.00E-104,99.802
,Nasonia,Trichomalopsis,L1032_MERG00337_0101,I5103,L1032_MERG00343_0101,I5110,99.75,394,1,0,1,394,399,1,394,399,0.0,99.606
,Trichomalopsis,Nasonia,L1032_MERG00343_0101,I5110,L1032_MERG00337_0101,I5103,99.75,394,1,0,1,394,399,1,394,399,0.0,99.606
,Aeschylia,Brachyscelidiphaga,L1032_MERG00310_0101_SUPERCONTIG,I26443,L1032_MERG00314_0101_SUPERCONTIG,I27454,99.25,399,3,0,1,399,399,1,399,399,0.0,99.601
,Brachyscelidiphaga,Aeschylia,L1032_MERG00314_0101_SUPERCONTIG,I27454,L1032_MERG00310_0101_SUPERCONTIG,I26443,99.25,399,3,0,1,399,399,1,399,399,0.0,99.601
,Nasonia,Trichomalopsis,L1033_MERG00337_0101,I5103,L1033_MERG00343_0101,I5110,99.17,240,2,0,1,240,246,1,240,246,7.00E-124,99.76
,Trichomalopsis,Nasonia,L1033_MERG00343_0101,I5110,L1033_MERG00337_0101,I5103,99.17,240,2,0,1,240,246,1,240,246,7.00E-124,99.76
,Bootanelleus,Bootanomyia,L1033_MERG00179_0101_SUPERCONTIG,I26432,L1033_MERG00181_0101_SUPERCONTIG,I26440,100.00,229,0,0,18,246,246,1,229,229,4.00E-121,99.771
,Bootanomyia,Bootanelleus,L1033_MERG00181_0101_SUPERCONTIG,I26440,L1033_MERG00179_0101_SUPERCONTIG,I26432,100.00,229,0,0,1,229,229,18,246,246,4.00E-121,99.771
,Aeschylia,Brachyscelidiphaga,L1033_MERG00310_0101_SUPERCONTIG,I26443,L1033_MERG00314_0101_SUPERCONTIG,I27454,99.19,246,2,0,1,246,246,1,246,246,3.00E-127,99.754
,Brachyscelidiphaga,Aeschylia,L1033_MERG00314_0101_SUPERCONTIG,I27454,L1033_MERG00310_0101_SUPERCONTIG,I26443,99.19,246,2,0,1,246,246,1,246,246,3.00E-127,99.754
,Tanaostigma,Tanaostigmodes,L1034_MERG00362_0101,I8171,L1034_MERG00363_0101,I23223,100.00,200,0,0,194,393,393,194,393,393,1.00E-104,99.8
,Aeschylia,Brachyscelidiphaga,L1034_MERG00310_0101_SUPERCONTIG,I26443,L1034_MERG00314_0101_SUPERCONTIG,I27454,99.24,393,3,0,1,393,393,1,393,393,0.0,99.607
,Brachyscelidiphaga,Aeschylia,L1034_MERG00314_0101_SUPERCONTIG,I27454,L1034_MERG00310_0101_SUPERCONTIG,I26443,99.24,393,3,0,1,393,393,1,393,393,0.0,99.607
,Eucharis,Pseudometagea,L1035_MERG00098_0101,I5011,L1035_MERG00101_0101_SUPERCONTIG,I21631,99.39,165,1,0,1,165,168,1,165,168,4.00E-84,99.835
,Megastigmus,Bootanomyia,L1035_MERG00183_0101,I5300,L1035_MERG00181_0101_SUPERCONTIG,I26440,99.39,165,1,0,1,165,168,1,165,168,4.00E-84,99.835
,Theocolax,Neocalosoter,L1035_MERG00238_0101,I5041,L1035_MERG00237_0101_SUPERCONTIG,I26458,99.39,165,1,0,1,165,168,1,165,168,4.00E-84,99.835
,Nasonia,Trichomalopsis,L1035_MERG00337_0101,I5103,L1035_MERG00343_0101,I5110,99.39,165,1,0,1,165,168,1,165,168,4.00E-84,99.835
,Trichomalopsis,Nasonia,L1035_MERG00343_0101,I5110,L1035_MERG00337_0101,I5103,99.39,165,1,0,1,165,168,1,165,168,4.00E-84,99.835
,Schizaspidia,Pseudometagea,L1035_MERG00103_0101,I16352,L1035_MERG00101_0101_SUPERCONTIG,I21631,100.00,168,0,0,1,168,168,1,168,168,2.00E-87,99.832
,Sycoscapter,Philotrypesis,L1035_MERG00352_0101,I21697,L1035_MERG00351_0101,I5039,99.37,159,1,0,4,162,168,4,162,168,8.00E-81,99.841
,Brachymeria,Lelapsomorpha,L1035_MERG00057_0101_SUPERCONTIG,I21654,L1035_MERG00260_0101_SUPERCONTIG,I23212,99.40,168,1,0,1,168,168,1,168,168,8.00E-86,99.832
,Pseudometagea,Schizaspidia,L1035_MERG00101_0101_SUPERCONTIG,I21631,L1035_MERG00103_0101,I16352,100.00,168,0,0,1,168,168,1,168,168,2.00E-87,99.832
,Balcha,Calosota,L1035_MERG00139_0101_SUPERCONTIG,I29035,L1035_MERG00140_0101_SUPERCONTIG,I24010,100.00,168,0,0,1,168,168,1,168,168,2.00E-87,99.832
,Calosota,Balcha,L1035_MERG00140_0101_SUPERCONTIG,I24010,L1035_MERG00139_0101_SUPERCONTIG,I29035,100.00,168,0,0,1,168,168,1,168,168,2.00E-87,99.832
,Aiolomorphus,Endobia,L1035_MERG00161_0101_SUPERCONTIG,I21923,L1035_MERG00164_0101_SUPERCONTIG,I21935,99.40,168,1,0,1,168,168,1,168,168,8.00E-86,99.832
,Bruchodape,Tetramesa,L1035_MERG00163_0101_SUPERCONTIG,I21915,L1035_MERG00169_0101_SUPERCONTIG,I21916,99.40,168,1,0,1,168,168,1,168,168,8.00E-86,99.832
,Endobia,Tetramesa,L1035_MERG00164_0101_SUPERCONTIG,I21935,L1035_MERG00169_0101_SUPERCONTIG,I21916,99.40,168,1,0,1,168,168,1,168,168,8.00E-86,99.832
,Eurytoma,Masneroma,L1035_MERG00165_0101_SUPERCONTIG,I8160,L1035_MERG00166_0101_SUPERCONTIG,I24015,99.40,168,1,0,1,168,168,1,168,168,8.00E-86,99.832
,Masneroma,Eurytoma,L1035_MERG00166_0101_SUPERCONTIG,I24015,L1035_MERG00165_0101_SUPERCONTIG,I8160,99.40,168,1,0,1,168,168,1,168,168,8.00E-86,99.832
,Tetramesa,Endobia,L1035_MERG00169_0101_SUPERCONTIG,I21916,L1035_MERG00164_0101_SUPERCONTIG,I21935,99.40,168,1,0,1,168,168,1,168,168,8.00E-86,99.832
,Burksilampus,Perilampus,L1035_MERG00214_0101_SUPERCONTIG,I16362,L1035_MERG00220_0101_SUPERCONTIG,I12630,99.40,168,1,0,1,168,168,1,168,168,8.00E-86,99.832
,Perilampus,Burksilampus,L1035_MERG00220_0101_SUPERCONTIG,I12630,L1035_MERG00214_0101_SUPERCONTIG,I16362,99.40,168,1,0,1,168,168,1,168,168,8.00E-86,99.832
,Cerocephala,Neocalosoter,L1035_MERG00236_0101_SUPERCONTIG,I27442,L1035_MERG00237_0101_SUPERCONTIG,I26458,99.40,168,1,0,1,168,168,1,168,168,8.00E-86,99.832
,Neocalosoter,Cerocephala,L1035_MERG00237_0101_SUPERCONTIG,I26458,L1035_MERG00236_0101_SUPERCONTIG,I27442,99.40,168,1,0,1,168,168,1,168,168,8.00E-86,99.832
,Grooca,Solenura,L1035_MERG00247_0101_SUPERCONTIG,I29048,L1035_MERG00255_0101_SUPERCONTIG,I27397,100.00,168,0,0,1,168,168,1,168,168,2.00E-87,99.832
,Nepistenia,Brachymeria,L1035_MERG00250_0101_SUPERCONTIG,I27452,L1035_MERG00057_0101_SUPERCONTIG,I21654,99.40,168,1,0,1,168,168,1,168,168,8.00E-86,99.832
,Solenura,Grooca,L1035_MERG00255_0101_SUPERCONTIG,I27397,L1035_MERG00247_0101_SUPERCONTIG,I29048,100.00,168,0,0,1,168,168,1,168,168,2.00E-87,99.832
,Coelocyba,Brachymeria,L1035_MERG00258_0101_SUPERCONTIG,I24020,L1035_MERG00057_0101_SUPERCONTIG,I21654,99.40,168,1,0,1,168,168,1,168,168,8.00E-86,99.832
,Lelapsomorpha,Brachymeria,L1035_MERG00260_0101_SUPERCONTIG,I23212,L1035_MERG00057_0101_SUPERCONTIG,I21654,99.40,168,1,0,1,168,168,1,168,168,8.00E-86,99.832
,Aditrochus,Plastobelyta,L1035_MERG00309_0101_SUPERCONTIG,I21665,L1035_MERG00319_0101_SUPERCONTIG,I27434,100.00,168,0,0,1,168,168,1,168,168,2.00E-87,99.832
,Aeschylia,Brachyscelidiphaga,L1035_MERG00310_0101_SUPERCONTIG,I26443,L1035_MERG00314_0101_SUPERCONTIG,I27454,100.00,168,0,0,1,168,168,1,168,168,2.00E-87,99.832
,Brachyscelidiphaga,Aeschylia,L1035_MERG00314_0101_SUPERCONTIG,I27454,L1035_MERG00310_0101_SUPERCONTIG,I26443,100.00,168,0,0,1,168,168,1,168,168,2.00E-87,99.832
,Plastobelyta,Aditrochus,L1035_MERG00319_0101_SUPERCONTIG,I27434,L1035_MERG00309_0101_SUPERCONTIG,I21665,100.00,168,0,0,1,168,168,1,168,168,2.00E-87,99.832
,Tanaostigma,Tanaostigmodes,L1035_MERG00362_0101_SUPERCONTIG,I8171,L1035_MERG00363_0101_SUPERCONTIG,I23223,100.00,168,0,0,1,168,168,1,168,168,2.00E-87,99.832
,Tanaostigmodes,Tanaostigma,L1035_MERG00363_0101_SUPERCONTIG,I23223,L1035_MERG00362_0101_SUPERCONTIG,I8171,100.00,168,0,0,1,168,168,1,168,168,2.00E-87,99.832
,Melittobia,Dasyomphale,L1036_MERG00136_0101,I5108,L1036_MERG00110_0101_SUPERCONTIG,I24001,100.00,274,0,0,51,324,324,51,324,324,4.00E-146,99.726
,Melittobia,Dasyomphale,L1036_MERG00136_0101,I5108,L1036_MERG00110_0101_SUPERCONTIG,I24001,100.00,511,0,0,1,511,513,1,511,513,0.0,99.489
,Dasyomphale,Melittobia,L1036_MERG00110_0101_SUPERCONTIG,I24001,L1036_MERG00136_0101,I5108,100.00,511,0,0,1,511,513,1,511,513,0.0,99.489
,Nasonia,Trichomalopsis,L1037_MERG00337_0101,I5103,L1037_MERG00343_0101,I5110,99.10,333,3,0,1,333,336,1,333,336,1.00E-173,99.667
,Trichomalopsis,Nasonia,L1037_MERG00343_0101,I5110,L1037_MERG00337_0101,I5103,99.10,333,3,0,1,333,336,1,333,336,1.00E-173,99.667
,Aeschylia,Brachyscelidiphaga,L1037_MERG00310_0101_SUPERCONTIG,I26443,L1037_MERG00314_0101_SUPERCONTIG,I27454,99.11,336,3,0,1,336,336,1,336,336,3.00E-175,99.664
,Brachyscelidiphaga,Aeschylia,L1037_MERG00314_0101_SUPERCONTIG,I27454,L1037_MERG00310_0101_SUPERCONTIG,I26443,99.11,336,3,0,1,336,336,1,336,336,3.00E-175,99.664
,Tanaostigma,Tanaostigmodes,L1037_MERG00362_0101_SUPERCONTIG,I8171,L1037_MERG00363_0101_SUPERCONTIG,I23223,100.00,336,0,0,1,336,336,1,336,336,3.00E-180,99.664
,Tanaostigmodes,Tanaostigma,L1037_MERG00363_0101_SUPERCONTIG,I23223,L1037_MERG00362_0101_SUPERCONTIG,I8171,100.00,336,0,0,1,336,336,1,336,336,3.00E-180,99.664
,Nasonia,Trichomalopsis,L1039_MERG00337_0101,I5103,L1039_MERG00343_0101,I5110,99.36,466,3,0,1,466,468,1,466,468,0.0,99.534
,Trichomalopsis,Nasonia,L1039_MERG00343_0101,I5110,L1039_MERG00337_0101,I5103,99.36,466,3,0,1,466,468,1,466,468,0.0,99.534
,Aeschylia,Brachyscelidiphaga,L1039_MERG00310_0101_SUPERCONTIG,I26443,L1039_MERG00314_0101_SUPERCONTIG,I27454,99.79,468,1,0,1,468,468,1,468,468,0.0,99.532
,Brachyscelidiphaga,Aeschylia,L1039_MERG00314_0101_SUPERCONTIG,I27454,L1039_MERG00310_0101_SUPERCONTIG,I26443,99.79,468,1,0,1,468,468,1,468,468,0.0,99.532
,Tanaostigma,Tanaostigmodes,L1039_MERG00362_0101_SUPERCONTIG,I8171,L1039_MERG00363_0101_SUPERCONTIG,I23223,100.00,468,0,0,1,468,468,1,468,468,0.0,99.532
,Tanaostigmodes,Tanaostigma,L1039_MERG00363_0101_SUPERCONTIG,I23223,L1039_MERG00362_0101_SUPERCONTIG,I8171,100.00,468,0,0,1,468,468,1,468,468,0.0,99.532
,Nasonia,Trichomalopsis,L103_MERG00337_0101,I5103,L103_MERG00343_0101,I5110,99.42,171,1,0,4,174,180,4,174,180,2.00E-87,99.829
,Trichomalopsis,Nasonia,L103_MERG00343_0101,I5110,L103_MERG00337_0101,I5103,99.42,171,1,0,4,174,180,4,174,180,2.00E-87,99.829
,Aeschylia,Brachyscelidiphaga,L103_MERG00310_0101_SUPERCONTIG,I26443,L103_MERG00314_0101_SUPERCONTIG,I27454,100.00,180,0,0,1,180,180,1,180,180,4.00E-94,99.82
,Brachyscelidiphaga,Aeschylia,L103_MERG00314_0101_SUPERCONTIG,I27454,L103_MERG00310_0101_SUPERCONTIG,I26443,100.00,180,0,0,1,180,180,1,180,180,4.00E-94,99.82
,Centrodora,Mesopeltita,L1040_MERG00016_0101_SUPERCONTIG,I26390,L1040_MERG00286_0101_SUPERCONTIG,I26387,100.00,332,0,0,1,332,332,1,332,555,7.00E-178,99.668
,Mesopeltita,Centrodora,L1040_MERG00286_0101_SUPERCONTIG,I26387,L1040_MERG00016_0101_SUPERCONTIG,I26390,100.00,332,0,0,1,332,555,1,332,332,1.00E-177,99.668
,Brachyscelidiphaga,Aeschylia,L1040_MERG00314_0101_SUPERCONTIG,I27454,L1040_MERG00310_0101_SUPERCONTIG,I26443,100.00,307,0,0,1,307,310,1,307,462,5.00E-164,99.693
,Acanthochalcis,Phasgonophora,L1041_MERG00055_0101_SUPERCONTIG,I23977,L1041_MERG00064_0101_SUPERCONTIG,I23978,100.00,398,0,0,1,398,398,1,398,398,0.0,99.602
,Phasgonophora,Acanthochalcis,L1041_MERG00064_0101_SUPERCONTIG,I23978,L1041_MERG00055_0101_SUPERCONTIG,I23977,100.00,398,0,0,1,398,398,1,398,398,0.0,99.602
,Aeschylia,Brachyscelidiphaga,L1041_MERG00310_0101_SUPERCONTIG,I26443,L1041_MERG00314_0101_SUPERCONTIG,I27454,99.50,398,2,0,1,398,398,1,398,398,0.0,99.602
,Brachyscelidiphaga,Aeschylia,L1041_MERG00314_0101_SUPERCONTIG,I27454,L1041_MERG00310_0101_SUPERCONTIG,I26443,99.50,398,2,0,1,398,398,1,398,398,0.0,99.602
,Nasonia,Trichomalopsis,L1041_MERG00337_0101,I5103,L1041_MERG00343_0101,I5110,99.50,400,2,0,2,401,403,2,401,403,0.0,99.6
